epoch,lr_scheduler,step,train_acc,train_loss,val_acc,val_loss
2,,289,0.9913020133972168,0.0018113316036760807,,
,9e-06,294,,,,
2,,294,0.9914498329162598,0.0014645569026470184,,
,9e-06,299,,,,
2,,299,0.9915927052497864,0.0020355109591037035,,
,9e-06,304,,,,
2,,304,0.9917308688163757,0.0017535628285259008,,
,9e-06,309,,,,
2,,309,0.9918645620346069,0.0018794388743117452,,
,9e-06,314,,,,
2,,314,0.9919940233230591,0.0020405191462486982,,
,9e-06,319,,,,
2,,319,0.9921194314956665,0.0014600486028939486,,
,9e-06,324,,,,
2,,324,0.9922409653663635,0.002183706033974886,,
,9e-06,329,,,,
2,,329,0.9923588037490845,0.001812578528188169,,
,9e-06,334,,,,
2,,334,0.9924731254577637,0.0017373585142195225,,
,9e-06,339,,,,
2,,339,0.9925840497016907,0.0019439938478171825,,
,9e-06,344,,,,
2,,344,0.9926917552947998,0.002338099991902709,,
,9e-06,349,,,,
2,,349,0.9927964210510254,0.0014971778728067875,,
,9e-06,354,,,,
2,,354,0.9928981065750122,0.0012972684344276786,,
,9e-06,359,,,,
2,,359,0.9929969310760498,0.0011870483867824078,,
,9e-06,364,,,,
2,,364,0.9930930733680725,0.0011107730679214,,
,9e-06,369,,,,
2,,369,0.9931866526603699,0.001879566814750433,,
,9e-06,374,,,,
2,,374,0.9932776689529419,0.0018505180487409234,,
,9e-06,379,,,,
2,,379,0.9933663010597229,0.0016969071002677083,,
,9e-06,384,,,,
2,,384,0.9934526085853577,0.0016606706194579601,,
,9e-06,389,,,,
2,,389,0.9935367107391357,0.0016508515691384673,,
2,,392,,,0.9604719877243042,0.0005515943048521876
,9.000000000000001e-07,394,,,,
3,,394,0.9936123490333557,0.0016714907251298428,,
,9.000000000000001e-07,399,,,,
3,,399,0.9936924576759338,0.0016511937137693167,,
,9.000000000000001e-07,404,,,,
3,,404,0.9937705397605896,0.0020553164649754763,,
,9.000000000000001e-07,409,,,,
3,,409,0.9938467144966125,0.001235922216437757,,
,9.000000000000001e-07,414,,,,
3,,414,0.9939211010932922,0.001792017137631774,,
,9.000000000000001e-07,419,,,,
3,,419,0.9939936399459839,0.0013479850022122264,,
,9.000000000000001e-07,424,,,,
3,,424,0.9940645098686218,0.0016158944927155972,,
,9.000000000000001e-07,429,,,,
3,,429,0.994133710861206,0.0017376866890117526,,
,9.000000000000001e-07,434,,,,
3,,434,0.9942013621330261,0.002019537379965186,,
,9.000000000000001e-07,439,,,,
3,,439,0.9942674040794373,0.0018707055132836103,,
,9.000000000000001e-07,444,,,,
3,,444,0.994331955909729,0.0019555839244276285,,
,9.000000000000001e-07,449,,,,
3,,449,0.9943951368331909,0.0015803429996594787,,
,9.000000000000001e-07,454,,,,
3,,454,0.9944568872451782,0.0016446193912997842,,
,9.000000000000001e-07,459,,,,
3,,459,0.9945172667503357,0.002195780398324132,,
,9.000000000000001e-07,464,,,,
3,,464,0.9945763945579529,0.0016422455664724112,,
,9.000000000000001e-07,469,,,,
3,,469,0.994634211063385,0.001606760430149734,,
,9.000000000000001e-07,474,,,,
3,,474,0.9946908354759216,0.0018537656869739294,,
,9.000000000000001e-07,479,,,,
3,,479,0.9947462677955627,0.0018397750100120902,,
,9.000000000000001e-07,484,,,,
3,,484,0.9948005676269531,0.0012900573201477528,,
,9.000000000000001e-07,489,,,,
3,,489,0.9948537349700928,0.001796998898498714,,
,9.000000000000001e-07,494,,,,
3,,494,0.9949058890342712,0.0016957579646259546,,
,9.000000000000001e-07,499,,,,
3,,499,0.994956910610199,0.002160589909180999,,
,9.000000000000001e-07,504,,,,
3,,504,0.9950069785118103,0.0014898034278303385,,
,9.000000000000001e-07,509,,,,
3,,509,0.9950560331344604,0.001516470336355269,,
,9.000000000000001e-07,514,,,,
3,,514,0.9951041340827942,0.0020218254067003727,,
,9.000000000000001e-07,519,,,,
3,,519,0.9951513409614563,0.0016227051382884383,,
3,,523,,,0.9714136719703674,0.0005501860869117081
