epoch,lr_scheduler,step,train_acc,train_loss,val_acc,val_loss
,0.0002,189,,,,
1,,189,0.9947142601013184,0.7436691522598267,,
,0.0002,194,,,,
1,,194,0.9948503375053406,0.7436709403991699,,
,0.0002,199,,,,
1,,199,0.9949796199798584,0.7436695098876953,,
,0.0002,204,,,,
1,,204,0.9951025247573853,0.7436689734458923,,
,0.0002,209,,,,
1,,209,0.9952195882797241,0.743668794631958,,
,0.0002,214,,,,
1,,214,0.9953311681747437,0.743668794631958,,
,0.0002,219,,,,
1,,219,0.9954376816749573,0.743668794631958,,
,0.0002,224,,,,
1,,224,0.9955394268035889,0.7436691522598267,,
,0.0002,229,,,,
1,,229,0.9956367611885071,0.743668794631958,,
,0.0002,234,,,,
1,,234,0.995729923248291,0.743668794631958,,
,0.0002,239,,,,
1,,239,0.9958191514015198,0.7436692714691162,,
,0.0002,244,,,,
1,,244,0.995904803276062,0.743668794631958,,
,0.0002,249,,,,
1,,249,0.9959869384765625,0.7436692118644714,,
,0.0002,254,,,,
1,,254,0.9960659146308899,0.7436693906784058,,
,0.0002,259,,,,
1,,259,0.996141791343689,0.743668794631958,,
,0.0002,264,,,,
1,,264,0.9962148070335388,0.7436689734458923,,
1,,267,,,0.9174743294715881,0.7436684966087341
,2e-05,269,,,,
2,,269,0.9962738752365112,0.7436690330505371,,
,2e-05,274,,,,
2,,274,0.9963420033454895,0.7436691522598267,,
,2e-05,279,,,,
2,,279,0.9964077472686768,0.7436692714691162,,
,2e-05,284,,,,
2,,284,0.996471107006073,0.7436691522598267,,
,2e-05,289,,,,
2,,289,0.9965323209762573,0.7436692118644714,,
,2e-05,294,,,,
2,,294,0.9965913891792297,0.7436700463294983,,
,2e-05,299,,,,
2,,299,0.9966484904289246,0.7436688542366028,,
,2e-05,304,,,,
2,,304,0.9967037439346313,0.7436688542366028,,
,2e-05,309,,,,
2,,309,0.9967572093009949,0.7436691522598267,,
,2e-05,314,,,,
2,,314,0.9968089461326599,0.7436689138412476,,
,2e-05,319,,,,
2,,319,0.996859073638916,0.7436690330505371,,
,2e-05,324,,,,
2,,324,0.9969075918197632,0.7436691522598267,,
,2e-05,329,,,,
2,,329,0.9969546794891357,0.7436699867248535,,
,2e-05,334,,,,
2,,334,0.9970003962516785,0.7436690330505371,,
,2e-05,339,,,,
2,,339,0.9970446825027466,0.7436689138412476,,
,2e-05,344,,,,
2,,344,0.9970877170562744,0.7436692714691162,,
,2e-05,349,,,,
2,,349,0.9971295595169067,0.7436692714691162,,
,2e-05,354,,,,
2,,354,0.9971701502799988,0.743669867515564,,
,2e-05,359,,,,
2,,359,0.9972096085548401,0.7436688542366028,,
,2e-05,364,,,,
2,,364,0.9972479939460754,0.7436689734458923,,
,2e-05,369,,,,
2,,369,0.9972853660583496,0.7436689734458923,,
,2e-05,374,,,,
2,,374,0.9973217248916626,0.7436692714691162,,
,2e-05,379,,,,
2,,379,0.9973571300506592,0.7436692118644714,,
,2e-05,384,,,,
2,,384,0.9973915815353394,0.7436695694923401,,
,2e-05,389,,,,
2,,389,0.9974251985549927,0.7436689138412476,,
,2e-05,394,,,,
2,,394,0.9974579215049744,0.7436689138412476,,
,2e-05,399,,,,
2,,399,0.9974898099899292,0.7436696290969849,,
2,,401,,,0.9494041800498962,0.7436684966087341
