epoch,lr_scheduler,step,train_acc,train_loss,val_acc,val_loss
3,,434,0.9929767847061157,0.0014940820401534438,,
,9.000000000000001e-07,439,,,,
3,,439,0.9930567741394043,0.001123761641792953,,
,9.000000000000001e-07,444,,,,
3,,444,0.9931350350379944,0.0013741470174863935,,
,9.000000000000001e-07,449,,,,
3,,449,0.9932115077972412,0.0012788536259904504,,
,9.000000000000001e-07,454,,,,
3,,454,0.9932862520217896,0.0012524769408628345,,
,9.000000000000001e-07,459,,,,
3,,459,0.9933594465255737,0.0018376142252236605,,
,9.000000000000001e-07,464,,,,
3,,464,0.993431031703949,0.0012386941816657782,,
,9.000000000000001e-07,469,,,,
3,,469,0.9935010671615601,0.0014481027610599995,,
,9.000000000000001e-07,474,,,,
3,,474,0.9935696721076965,0.0010228632017970085,,
,9.000000000000001e-07,479,,,,
3,,479,0.9936367869377136,0.0012330177705734968,,
,9.000000000000001e-07,484,,,,
3,,484,0.9937025904655457,0.0023930268362164497,,
,9.000000000000001e-07,489,,,,
3,,489,0.9937669634819031,0.0010719563579186797,,
,9.000000000000001e-07,494,,,,
3,,494,0.9938300848007202,0.001420633983798325,,
,9.000000000000001e-07,499,,,,
3,,499,0.9938919544219971,0.001508320216089487,,
,9.000000000000001e-07,504,,,,
3,,504,0.9939525723457336,0.0012496807612478733,,
,9.000000000000001e-07,509,,,,
3,,509,0.9940119981765747,0.0019127143314108253,,
,9.000000000000001e-07,514,,,,
3,,514,0.9940702319145203,0.0013545798137784004,,
,9.000000000000001e-07,519,,,,
3,,519,0.9941273927688599,0.0014443994732573628,,
3,,523,,,0.9714136719703674,0.0005610159132629633
