epoch,lr_scheduler,step,train_acc,train_loss,val_acc,val_loss
,0.002,4,,,,
0,,4,0.824999988079071,0.7497887015342712,,
,0.002,9,,,,
0,,9,0.9125000238418579,0.743869960308075,,
,0.002,14,,,,
0,,14,0.9416666626930237,0.7436814308166504,,
,0.002,19,,,,
0,,19,0.956250011920929,0.7436753511428833,,
,0.002,24,,,,
0,,24,0.9649999737739563,0.7436701059341431,,
,0.002,29,,,,
0,,29,0.9708333611488342,0.7436697483062744,,
,0.002,34,,,,
0,,34,0.9750000238418579,0.7436690926551819,,
,0.002,39,,,,
0,,39,0.9781249761581421,0.7436689138412476,,
,0.002,44,,,,
0,,44,0.980555534362793,0.7436689734458923,,
,0.002,49,,,,
0,,49,0.9825000166893005,0.743668794631958,,
,0.002,54,,,,
0,,54,0.9840909242630005,0.7436689734458923,,
,0.002,59,,,,
0,,59,0.9854166507720947,0.743668794631958,,
,0.002,64,,,,
0,,64,0.9865384697914124,0.743668794631958,,
,0.002,69,,,,
0,,69,0.987500011920929,0.7436687350273132,,
,0.002,74,,,,
0,,74,0.9883333444595337,0.7436686754226685,,
,0.002,79,,,,
0,,79,0.989062488079071,0.7436687350273132,,
,0.002,84,,,,
0,,84,0.9897058606147766,0.7436690330505371,,
,0.002,89,,,,
0,,89,0.9902777671813965,0.7436689138412476,,
,0.002,94,,,,
0,,94,0.9907894730567932,0.7436686754226685,,
,0.002,99,,,,
0,,99,0.9912499785423279,0.743668794631958,,
,0.002,104,,,,
0,,104,0.9916666746139526,0.743668794631958,,
,0.002,109,,,,
0,,109,0.9920454621315002,0.7436686754226685,,
,0.002,114,,,,
0,,114,0.9923912882804871,0.7436689138412476,,
,0.002,119,,,,
0,,119,0.9927083253860474,0.7436689138412476,,
,0.002,124,,,,
0,,124,0.9929999709129333,0.7436687350273132,,
,0.002,129,,,,
0,,129,0.9932692050933838,0.7436689734458923,,
0,,133,,,0.7413930296897888,0.7436684966087341
,0.0002,134,,,,
1,,134,0.9934792518615723,0.7436690926551819,,
,0.0002,139,,,,
1,,139,0.9937134981155396,0.7436688542366028,,
,0.0002,144,,,,
1,,144,0.9939315319061279,0.7436686754226685,,
,0.0002,149,,,,
1,,149,0.9941349029541016,0.743668794631958,,
,0.0002,154,,,,
1,,154,0.9943251013755798,0.7436686754226685,,
,0.0002,159,,,,
1,,159,0.9945033192634583,0.743668794631958,,
,0.0002,164,,,,
1,,164,0.9946707487106323,0.743668794631958,,
,0.0002,169,,,,
1,,169,0.9948282241821289,0.7436686754226685,,
,0.0002,174,,,,
1,,174,0.9949766993522644,0.7436689138412476,,
,0.0002,179,,,,
1,,179,0.9951168298721313,0.7436692118644714,,
,0.0002,184,,,,
1,,184,0.9952493906021118,0.7436686754226685,,
,0.0002,189,,,,
1,,189,0.9953749775886536,0.7436689734458923,,
,0.0002,194,,,,
1,,194,0.9954940676689148,0.743668794631958,,
,0.0002,199,,,,
1,,199,0.9956071376800537,0.7436691522598267,,
,0.0002,204,,,,
1,,204,0.9957147240638733,0.7436689138412476,,
,0.0002,209,,,,
1,,209,0.9958171248435974,0.7436693906784058,,
,0.0002,214,,,,
1,,214,0.9959148168563843,0.7436688542366028,,
,0.0002,219,,,,
1,,219,0.9960079789161682,0.7436686754226685,,
,0.0002,224,,,,
1,,224,0.9960970282554626,0.7436686754226685,,
,0.0002,229,,,,
1,,229,0.9961821436882019,0.7436689734458923,,
,0.0002,234,,,,
1,,234,0.9962636828422546,0.743668794631958,,
,0.0002,239,,,,
1,,239,0.9963417649269104,0.7436686754226685,,
,0.0002,244,,,,
1,,244,0.9964166879653931,0.743668794631958,,
,0.0002,249,,,,
1,,249,0.9964885711669922,0.743668794631958,,
,0.0002,254,,,,
1,,254,0.9965576529502869,0.7436686754226685,,
,0.0002,259,,,,
1,,259,0.9966240525245667,0.7436686754226685,,
,0.0002,264,,,,
1,,264,0.9966879487037659,0.7436686754226685,,
1,,267,,,0.9174743294715881,0.7436684966087341
,2e-05,269,,,,
2,,269,0.9967396259307861,0.7436686754226685,,
,2e-05,274,,,,
2,,274,0.9967992901802063,0.7436686158180237,,
,2e-05,279,,,,
2,,279,0.9968567490577698,0.7436687350273132,,
,2e-05,284,,,,
2,,284,0.9969122409820557,0.7436686754226685,,
,2e-05,289,,,,
2,,289,0.996965765953064,0.743668794631958,,
,2e-05,294,,,,
2,,294,0.9970174431800842,0.7436687350273132,,
,2e-05,299,,,,
2,,299,0.9970674514770508,0.7436690330505371,,
,2e-05,304,,,,
2,,304,0.9971157908439636,0.7436687350273132,,
,2e-05,309,,,,
2,,309,0.9971625208854675,0.743668794631958,,
,2e-05,314,,,,
2,,314,0.9972078204154968,0.7436690330505371,,
,2e-05,319,,,,
2,,319,0.9972516894340515,0.7436686754226685,,
,2e-05,324,,,,
2,,324,0.9972941875457764,0.7436691522598267,,
,2e-05,329,,,,
2,,329,0.9973353743553162,0.7436686754226685,,
